loan_id,customer_id,ln_amnt,interest_rate,loan_type,ln_trm_mnths,apprvl_dte,ln_sts
136,4658,1549115,13.72,Education,36,11/23/2023,Active
137,15715,934531,9.44,Business,60,12/2/2025,Closed
138,3568,1725982,12.46,Personal,6,6/4/2024,Active
139,15196,537285,15.84,Education,60,1/13/2023,Active
140,6937,1583110,15.95,Education,48,7/27/2024,Defaulted
141,14704,1610608,13.7,Personal,24,8/15/2024,Closed
142,3101,1205110,6.77,Mortgage,48,11/30/2024,Closed
143,6659,390246,20.61,Education,36,2/10/2023,Active
144,12501,33895,20.94,Business,24,12/14/2023,Closed
145,15591,355570,14.56,Personal,12,2/26/2022,Active
146,6347,511064,10.28,Mortgage,60,2/7/2025,Active
147,1633,152404,8.06,Business,36,7/12/2025,Active
148,5236,531243,17.05,Mortgage,48,6/2/2024,Active
149,2562,673577,14.47,Business,12,10/17/2022,Active
150,16,1425296,12.02,mortgage,60,6/11/2025,defaulted
151,8332,1086127,20.86, Mortgage,48,12/8/2023,Active
152,10641,1556842,8.66,Business,36,3/26/2023,Active
153,9545,823626,5.91,Auto,60,9/7/2025,Closed
154,15252,309743,15.28,Mortgage,12,1/28/2025,Active
155,3203,959398,8.82,Mortgage,60,1/25/2022,Active
156,16524,32854,11.85,Business,6,7/12/2022,Active
157,12583,203656,15.81,Personal,36,10/1/2022,Active
158,14081,1439966,13.65,Mortgage,60,4/2/2025,Active
159,5230,1965959,21.01,Business,12,9/5/2022,Defaulted
160,16670,1350178,18.98,Mortgage,36,5/1/2024,Defaulted
161,4768,808715,21.37,Education,6,5/25/2022,Active
162,2084,1064220,20.26,Mortgage,24,4/24/2022,Active
163,16585,88462,9.97,Auto,12,1/5/2025,Active
164,8014,1527531,13.87,Personal,12,3/4/2023,Active
165,9940,1636449,18.58,Business,36,8/21/2023,Closed
166,3833,819038,15.07,Mortgage,6,11/20/2023,Closed
167,9698,1935275,15.13,Mortgage,60,4/12/2024,Active
168,468,1966661,8.08,Education,6,2/8/2023,Active
169,1239,1355977,19.76,Mortgage,48,3/15/2022,Active
170,11064,1042426,5.31,Mortgage,36,4/30/2025,Active
171,4353,400090,21.98,Business,6,12/21/2021,Active
172,16513,1235240,19.72,Auto,60,1/21/2022,Active
173,9904,1791120,9.67,Education,36,1/4/2022,Defaulted
174,7640,1970388,16.25,Business,60,5/29/2023,Defaulted
175,7142,1593767,7.44,Personal,60,9/18/2023,Active
176,7179,1146251,15.99,Auto,60,1/20/2025,Active
177,10866,1423724,15.04,Mortgage,60,2/7/2024,Closed
178,10776,529109,9.98,Personal,6,10/21/2023,Active
179,14174,773555,17.83,Business,12,5/5/2023,Closed
180,1892,1833259,13.95,Personal,12,9/23/2025,Closed
181,16486,354577,17.68,Personal,12,4/18/2025,Active
182,7473,963791,11.87,Auto,60,3/31/2025,Active
183,12182,1452092,9.33,Education,48,1/2/2023,Closed
184,6226,24624,10.5,Education,36,6/10/2025,Defaulted
185,11628,953182,19.09,Business,48,8/26/2022,Active
186,11302,617584,18.42,Personal,60,6/18/2025,Active
187,16440,1390758,21.73,Education,24,3/11/2022,Active
188,7269,835454,6.49,Business,24,2/24/2025,Active
189,17316,1984501,10.39,Mortgage,12,3/11/2024,Active
190,11236,655558,6.98,Education,12,9/24/2022,Active
191,2974,1369876,14.61,Personal,60,7/24/2025,Active
192,2483,1914091,11.85,Mortgage,60,8/15/2022,Closed
193,9148,1796923,20.67,Personal,60,1/9/2025,Active
194,16608,1054686,9.03,Mortgage,6,2/26/2025,Active
195,4190,845084,15.61,Education,60,4/23/2023,Closed
196,1190,1046735,9.39,Business,48,1/25/2022,Closed
197,883,265636,20.16,Education,60,3/20/2025,Closed
198,12514,704096,12.59,Personal,60,4/22/2024,Active
199,6995,298825,5.36,Auto,6,6/25/2025,Active
200,1452,635535,18.43,Personal,24,10/4/2023,Active
201,7071,1694609,21.37,Auto,6,10/11/2023,Active
202,6262,1595441,18.16,Mortgage,60,2/7/2025,Closed
203,1954,1997683,14.18,Auto,48,3/20/2025,Active
204,5927,1098554,13.98,Education,36,12/17/2023,Closed
205,817,1207743,17.83,Auto,36,10/8/2022,Defaulted
206,6714,1513196,15.64,Business,24,6/22/2023,Defaulted
207,11974,620012,13.35,Business,36,2/18/2023,Closed
208,1717,1692702,17.3,Education,36,2/16/2024,Active
209,8564,228880,16.24,Education,60,1/17/2022,Active
210,6452,1926575,21.93,Mortgage,24,3/28/2025,Closed
211,10115,56790,18.64,Education,60,5/18/2024,Active
212,6473,1416561,15.48,Business,36,11/18/2025,Closed
213,13306,1749320,5.57,Personal,12,6/17/2022,Active
214,4048,798662,5.59,Mortgage,12,7/25/2024,Active
215,11415,864782,14.81,Education,12,12/22/2024,Active
216,12304,1235808,18.35,Auto,48,5/13/2022,Defaulted
217,6693,1190936,5.32,Business,36,5/2/2024,Active
218,13905,1684457,7.1,Business,24,7/29/2025,Closed
219,10993,920374,5.09,Business,48,5/29/2022,Active
220,11514,1555939,7.81,Education,24,7/4/2023,Active
221,3520,510465,21.04,Business,24,12/23/2023,Active
222,13253,1661213,6.09,Personal,12,11/6/2022,Defaulted
223,8365,621065,15.71,Mortgage,6,1/20/2024,Active
224,15729,262364,9.19,Business,12,6/21/2025,Closed
225,5420,989107,10.76,Education,48,7/21/2025,Active
226,15117,1123249,19.06,Personal,36,2/19/2025,Active
227,4977,1606122,13.25,Auto,48,6/2/2024,Active
228,2525,1031804,7.5,Personal,60,6/19/2025,Active
229,17754,1606111,21.24,Education,6,12/14/2024,Closed
230,2653,223055,7.73,Business,12,12/24/2022,Closed
231,16917,1847356,7.37,Mortgage,6,6/29/2025,Active
232,4374,158303,10.51,Auto,48,10/11/2024,Active
233,16757,1024296,9.48,Mortgage,60,4/8/2022,Active
234,589,1626606,6.15,Mortgage,12,11/4/2025,Closed
235,14141,1435547,8.08,Personal,6,1/27/2022,Defaulted
236,7572,573183,11.58,Education,12,7/11/2023,Closed
237,5574,1954965,5.93,Mortgage,48,1/6/2023,Closed
238,2677,1016384,18.79,Education,60,10/6/2025,Closed
239,8797,910551,13.99,Personal,12,2/12/2024,Defaulted
240,15320,1570458,17.18,Mortgage,36,5/25/2023,Active
241,11767,908119,8.77,Education,36,1/21/2024,Active
242,7247,545218,7.98,Auto,12,10/3/2023,Active
243,12603,1335633,5.41,Education,24,3/29/2025,Closed
244,9209,1468402,7.81,Business,36,10/12/2023,Active
245,16360,958467,17.07,Personal,60,11/16/2024,Closed
246,2114,1564863,21.59,Education,36,10/10/2023,Active
247,5138,1239109,6.89,Business,60,9/8/2023,Active
248,10544,1012810,18.83,Education,12,2/13/2025,Active
249,7890,205515,20.92,Mortgage,48,4/17/2022,Closed
250,1757,559635,18.31,Auto,36,4/28/2024,Active
251,14394,555552,12.84,Auto,60,8/26/2025,Active
252,7937,1383463,13.28,Education,24,2/5/2022,Closed
253,7090,1905867,8.62,Business,60,10/31/2023,Active
254,776,1691308,18.12,Personal,60,12/21/2023,Active
255,12667,1483029,16.77,Auto,6,2/18/2025,Active
256,12170,1540124,13.33,Education,36,7/23/2024,Active
257,15359,372279,18.1,Business,48,7/23/2022,Closed
258,10234,62168,16.62,Mortgage,36,2/5/2022,Active
259,6238,1989593,17.75,Education,6,6/26/2023,Active
260,6081,1250192,19.25,Education,24,12/7/2021,Active
261,9072,1138895,5.89,Auto,24,2/25/2022,Closed
262,6141,1698929,20.37,Personal,24,3/19/2025,Active
263,7201,191301,11.54,Business,6,1/4/2025,Active
264,4119,663677,8.05,Business,48,8/8/2025,Active
265,5783,1835149,20.68,Mortgage,12,6/6/2023,Active
266,14244,220388,21.65,Auto,12,12/1/2024,Active
267,10984,603255,17.67,Business,6,1/10/2025,Defaulted
268,17614,1571170,16.17,Education,36,4/21/2023,Closed
269,14342,1799613,18.86,Business,48,6/22/2024,Closed
270,13723,1981243,11.03,Mortgage,36,5/28/2022,Closed
271,5262,1035218,10.9,Auto,24,11/30/2023,Active
272,9579,840321,20.05,Business,36,10/15/2025,Active
273,356,1966351,11.55,Auto,12,12/16/2023,Active
274,17916,1332582,5.78,Business,6,4/3/2025,Active
275,11673,784957,21.2,Education,12,11/1/2022,Closed
276,10028,1852980,16.88,Personal,60,6/18/2022,Active
277,13205,1557598,14.87,Education,36,2/13/2025,Active
278,15444,1052240,16.29,Personal,36,1/8/2025,Defaulted
279,10518,1947119,5.34,Personal,36,7/9/2024,Active
280,1991,1963091,6.89,Auto,60,10/4/2025,Active
281,5720,534767,9.46,Education,12,4/12/2024,Closed
282,13557,1339674,21.33,Mortgage,24,7/7/2025,Active
283,12145,393738,10.67,Mortgage,48,10/13/2023,Active
284,128,75204,18.6,Auto,60,12/16/2021,Active
285,15850,424816,17.56,Business,48,8/10/2024,Active
286,2636,1896941,20.22,Mortgage,12,8/17/2022,Closed
287,639,1304559,19.61,Mortgage,48,1/15/2024,Active
288,6602,663184,14.09,Mortgage,60,9/28/2023,Active
289,5181,201364,6.59,Business,6,10/13/2023,Active
290,13937,794515,20.5,Business,12,6/26/2023,Active
291,7105,298965,7.94,Personal,48,9/27/2022,Closed
292,10075,1281694,5.84,Mortgage,24,8/30/2022,Active
293,12344,685971,12.85,Education,6,8/7/2022,Active
294,8059,1474405,12.61,Business,48,4/30/2025,Active
295,8633,1700473,15.77,Auto,60,9/17/2022,Active
296,16493,378981,12.86,Auto,36,1/10/2024,Closed
297,1191,127586,9.22,Auto,6,1/20/2024,Active
298,17934,511444,11.55,Business,36,12/24/2021,Active
299,10333,1535862,21.18,Auto,12,9/21/2022,Closed
300,7925,1417379,9.32,Auto,60,2/5/2023,Active
301,5327,167887,14.32,Education,6,4/25/2024,Active
302,36,221589,11.63,Education,36,6/21/2024,Active
303,10451,591793,21.81,Personal,36,9/3/2025,Active
304,3930,1238135,11.04,Personal,24,7/31/2024,Active
305,10695,548241,13.77,Auto,60,7/23/2022,Closed
306,6609,997238,21.43,Personal,12,7/4/2022,Closed
307,10066,850226,13.82,Education,48,9/23/2024,Active
308,8776,1233911,19.76,Mortgage,60,3/6/2025,Active
309,17300,561320,14.13,Mortgage,12,9/9/2025,Closed
310,16899,7667,21.46,Business,6,3/27/2023,Closed
311,972,208957,11.66,Auto,12,7/12/2022,Active
312,14894,1393128,7.49,Personal,36,3/11/2022,Active
313,14258,1738904,16.85,Education,24,12/1/2023,Active
314,15620,324839,13,Education,24,4/11/2022,Closed
315,1570,462068,10.99,Education,48,4/24/2025,Defaulted
316,17494,871400,21.18,Business,6,9/7/2023,Active
317,2837,1831988,11.07,Auto,12,1/6/2024,Active
318,54,763171,14.17,Auto,60,6/27/2023,Closed
319,12189,1974294,5.47,Auto,6,7/27/2023,Active
320,8017,924403,15.78,Mortgage,24,10/2/2023,Active
321,8701,880400,15.71,Mortgage,36,2/7/2023,Active
322,15216,531231,17.68,Auto,36,7/3/2022,Defaulted
323,8113,1616971,14.89,Business,48,10/14/2024,Active
324,13958,1168303,11.46,Auto,12,8/22/2023,Closed
325,3593,219314,18.39,Mortgage,24,5/1/2024,Active
326,11113,916943,12.13,Education,60,5/25/2023,Active
327,11686,1597850,11.24,Business,6,5/12/2022,Defaulted
328,14404,323895,15.16,Education,6,6/10/2023,Active
329,7467,50908,14.57,Business,36,6/26/2025,Active
330,11148,1034611,5.28,Business,12,7/20/2024,Active
331,2491,407172,20.86,Auto,48,1/27/2025,Defaulted
332,7408,705057,16.72,Education,48,12/20/2022,Closed
333,13596,1268831,8.63,Auto,60,10/13/2025,Active
334,4629,750143,15.45,Business,24,8/28/2022,Active
335,9839,1642985,21.19,Personal,60,2/5/2024,Active
336,4184,1490964,13.44,Personal,60,3/25/2024,Active
337,10357,716932,12.7,Auto,36,6/12/2025,Active
338,4521,1119873,12.78,Mortgage,60,4/24/2023,Active
339,12565,1822565,11.27,Education,12,3/25/2024,Closed
340,4330,494643,10.12,Auto,12,8/18/2025,Active
341,5496,1072756,12.45,Business,48,9/24/2024,Defaulted
342,13688,1141177,9.51,Education,48,3/16/2022,Active
343,17899,186050,8.3,Personal,12,9/9/2022,Defaulted
344,16181,198530,16.54,Auto,12,12/26/2023,Closed
345,12858,539141,9.92,Personal,6,9/29/2023,Active
346,3584,1488500,8.77,Business,6,5/11/2025,Active
347,8550,159089,21.22,Mortgage,36,5/19/2022,Closed
348,10745,650305,12.25,Education,6,1/27/2024,Active
349,2924,882424,15.76,Auto,12,6/16/2025,Closed
350,12344,693995,7.61,Auto,48,8/19/2022,Active
351,2777,130735,5.3,Education,48,10/14/2025,Active
352,13089,552946,11.71,Auto,48,11/16/2022,Defaulted
353,10021,1545391,6.01,Business,60,1/31/2022,Closed
354,17075,490958,17.76,Education,24,11/1/2024,Active
355,9446,1815699,10.83,Personal,48,8/14/2023,Active
356,10128,709270,18.18,Mortgage,12,9/5/2023,Active
357,7963,386118,13.86,Mortgage,60,4/18/2024,Active
358,12190,816908,14.73,Education,60,12/12/2021,Active
359,6772,1868890,15.87,Business,48,2/14/2024,Active
360,4396,1585729,11.45,Mortgage,24,8/18/2022,Active
361,16076,53411,17.48,Mortgage,36,11/10/2025,Active
362,4310,1049009,10.07,Business,6,3/10/2024,Active
363,5464,456143,15.32,Business,48,4/20/2022,Closed
364,7596,764972,6.12,Mortgage,12,11/21/2022,Closed
365,3405,1922318,17.31,Education,12,12/11/2024,Defaulted
366,11969,25021,19.23,Auto,48,6/10/2024,Active
367,3401,680480,8.63,Auto,60,11/24/2023,Active
368,1492,1950001,11.56,Personal,36,5/22/2023,Closed
369,4181,570996,6.22,Education,36,9/4/2022,Active
370,7846,1951461,11.16,Business,36,6/8/2022,Closed
371,12213,632706,19.97,Personal,60,4/9/2023,Active
372,10201,1991369,19.88,Mortgage,24,4/8/2023,Active
373,7155,62181,5.24,Business,6,6/5/2023,Closed
374,11728,467730,21.99,Auto,6,3/7/2023,Active
375,4795,28208,21.1,Mortgage,24,2/1/2022,Active
376,14062,1822325,6.54,Auto,6,3/30/2024,Active
377,17989,253821,17,Personal,6,6/15/2025,Closed
378,9173,174521,20.86,Education,12,3/20/2024,Active
379,473,1109261,10.2,Personal,60,5/4/2025,Defaulted
380,7944,635649,10.09,Auto,48,1/18/2023,Defaulted
381,1771,1269432,18.38,Education,12,7/31/2022,Closed
382,14175,202968,11.5,Business,48,5/14/2024,Active
383,9748,1378357,6.56,Education,6,3/13/2025,Active
384,11257,1030699,6.59,Auto,60,4/8/2024,Defaulted
385,407,1856844,18.96,Personal,24,6/13/2023,Active
386,16905,978350,7.72,Auto,60,4/22/2025,Closed
387,11333,962545,6.54,Education,36,11/28/2024,Active
388,10060,480983,7.02,Personal,12,1/25/2022,Closed
389,5548,1903899,10.34,Auto,48,3/28/2024,Closed
390,2258,1293540,18.61,Business,60,12/20/2021,Active
391,7022,881777,9.82,Education,12,5/7/2022,Closed
392,16991,1839556,6.43,Education,36,12/29/2021,Closed
393,15371,549200,21.88,Business,6,12/19/2021,Active
394,7638,1014064,15.65,Personal,12,8/5/2023,Active
395,14946,571512,10.3,Education,6,12/15/2021,Active
396,2011,1211502,10.79,Education,60,7/12/2024,Closed
397,3907,1169326,21.89,Mortgage,6,6/8/2024,Closed
398,8154,458315,21.98,Personal,48,11/19/2024,Closed
399,2139,1835372,10.47,Mortgage,24,2/27/2022,Closed
400,17759,260223,17.22,Business,36,10/14/2025,Active
401,1571,302581,21.35,Business,6,8/20/2024,Active
402,3224,332341,9.56,Auto,24,5/27/2022,Active
403,1592,422629,11.28,Auto,24,4/9/2024,Active
404,2067,1599142,5.4,Education,12,6/25/2022,Active
405,7424,385951,20.62,Mortgage,48,11/16/2023,Active
406,9202,588965,17.87,Business,36,2/17/2023,Defaulted
407,2694,935737,12.19,Mortgage,60,11/21/2025,Active
408,3219,1339984,11.72,Mortgage,36,11/10/2024,Active
409,13990,395399,18.85,Business,12,5/18/2024,Active
410,15310,154304,19.33,Business,60,2/21/2022,Defaulted
411,4647,1610636,7.99,Personal,48,12/13/2021,Active
412,17859,704159,13.22,Auto,12,1/23/2024,Closed
413,11172,519800,16.25,Mortgage,48,4/23/2024,Active
414,3401,308026,21.03,Personal,36,3/31/2022,Active
415,11249,1528873,10.14,Business,6,6/26/2022,Active
416,12935,767077,19.67,Business,60,7/9/2025,Defaulted
417,14156,322636,21.75,Business,48,2/16/2022,Active
418,3381,591947,17.74,Business,24,12/8/2024,Closed
419,1480,1833131,5.19,Education,24,5/19/2024,Active
420,10524,246565,5.41,Personal,60,4/9/2022,Active
421,8665,514821,18.64,Mortgage,60,5/28/2025,Active
422,14134,401406,13.32,Auto,48,8/10/2024,Active
423,397,1156526,14.35,Personal,6,10/29/2024,Defaulted
424,5259,1605800,14.15,Business,12,5/26/2023,Active
425,9166,1546867,9.93,Auto,12,7/27/2024,Active
426,14754,1752434,12.71,Business,36,10/15/2023,Active
427,10595,1975002,20.35,Business,12,8/14/2025,Active
428,16174,860984,10.1,Education,60,7/11/2022,Defaulted
429,9384,1742799,14.32,Business,60,4/2/2024,Closed
430,10669,866218,9.16,Auto,60,9/16/2022,Defaulted
431,8595,295989,11.44,Auto,24,2/16/2025,Closed
432,16697,163896,15.29,Personal,60,6/2/2025,Closed
433,8676,776891,16.79,Mortgage,6,12/23/2021,Closed
434,12232,186891,12.41,Business,60,6/17/2024,Active
435,7983,1096919,9.22,Auto,60,11/3/2024,Closed
436,1647,445895,20.61,Business,60,11/28/2022,Active
437,11935,1920274,16.21,Personal,12,3/10/2023,Active
438,10502,1495857,20.61,Business,6,8/20/2023,Defaulted
439,11277,64415,5.34,Personal,24,6/26/2023,Closed
440,9031,491827,10.93,Education,12,1/13/2024,Active
441,14522,768756,11.99,Personal,36,5/18/2023,Active
442,15198,1902657,11.4,Auto,12,9/21/2024,Defaulted
443,1316,1443222,17.76,Auto,48,1/31/2022,Defaulted
444,5219,1702121,10.5,Education,48,3/28/2024,Active
445,5463,1354021,17.94,Business,60,11/20/2024,Active
446,976,1545681,7.33,Business,36,7/1/2022,Active
447,16321,1924894,11.8,Personal,6,10/28/2025,Closed
448,9358,791955,20.25,Education,60,10/26/2024,Active
449,2676,290113,16.04,Mortgage,36,6/7/2022,Closed
450,10769,576530,14.57,Personal,6,5/9/2025,Active
451,10579,1853302,13.26,Education,60,9/21/2023,Defaulted
452,12373,1972700,21.05,Mortgage,24,3/28/2023,Defaulted
453,3626,170587,12.63,Education,24,6/15/2024,Active
454,11112,62693,14.27,Personal,6,3/9/2022,Active
455,13187,642372,6.56,Education,24,11/27/2023,Defaulted
456,12412,1593223,19.23,Personal,24,1/1/2023,Active
457,13422,967373,10.1,Personal,12,12/31/2023,Defaulted
458,15398,1350546,14.84,Personal,12,4/27/2024,Active
459,8230,855276,21.23,Personal,48,8/3/2023,Active
460,15382,455826,9.23,Education,12,11/30/2022,Active
461,4779,1015957,21.09,Education,36,5/26/2024,Active
462,12502,88116,8.92,Auto,12,6/11/2023,Closed
463,17339,909562,17.38,Personal,48,4/6/2022,Active
464,4892,726620,10.82,Education,24,9/27/2022,Active
465,14087,1623321,6.39,Education,24,9/7/2023,Closed
466,16385,51625,17.9,Personal,6,3/21/2023,Closed
467,16793,1073735,16.97,Personal,36,6/15/2023,Closed
468,17729,1898912,15,Business,60,9/14/2025,Active
469,3050,1384076,15.99,Business,48,4/14/2023,Active
470,8901,1851326,11.66,Mortgage,12,9/24/2023,Active
471,655,466103,19.41,Mortgage,48,4/23/2023,Active
472,11774,1134611,17.09,Mortgage,36,1/29/2025,Active
473,3871,796805,7.9,Mortgage,48,10/11/2022,Defaulted
474,10371,1134350,20.96,Education,48,9/12/2025,Active
475,9348,631589,8.38,Education,48,5/14/2024,Closed
476,7791,116095,11.71,Education,6,1/26/2023,Active
477,416,1501257,6.97,Mortgage,12,12/14/2022,Closed
478,10403,906628,17.27,Business,24,4/4/2024,Closed
479,14149,779864,9.31,Mortgage,24,10/21/2025,Active
480,15836,371431,21.86,Personal,48,7/5/2024,Closed
